ID,Time,
1TOUIS7X1DCO9F0AF0,10:42:00,0:46:00
1TOUIS7X1DCO9F0AF0,11:28:00,FALSE
1TOUIVFX161J49OASJ,11:56:00,0:27:00
1TOUIVFX161J49OASJ,12:23:00,FALSE
1TOUJ9KX1FQKI0IAAA,11:16:00,0:12:00
1TOUJ9KX1FQKI0IAAA,11:28:00,FALSE
1TOUK0NX1G8B4FFASF,11:13:19,0:08:08
1TOUK0NX1G8B4FFASF,11:21:27,FALSE
1TOUK4GX1G4NFK3NFW,10:44:33,0:47:51
1TOUK4GX1G4NFK3NFW,11:32:24,FALSE
1TOULORX19LR1N4AF5,11:39:34,0:53:26
1TOULORX19LR1N4AF5,12:33:00,FALSE
1TOUMD5X1GCN4JKAAP,11:59:24,0:25:42
1TOUMD5X1GCN4JKAAP,12:25:06,FALSE
1TOUMJ9X1G9SL3HAF9,10:45:21,0:16:39
1TOUMJ9X1G9SL3HAF9,11:02:00,FALSE
1TOUMLRX1FQ3LB3AF8,11:46:00,0:30:11
1TOUMLRX1FQ3LB3AF8,12:16:11,FALSE
1TOUNI2X10C8IDBAAB,12:05:00,0:08:00
1TOUNI2X10C8IDBAAB,12:13:00,FALSE
1TOUNI8X1GAPEGUAFQ,10:40:00,0:13:00
1TOUNI8X1GAPEGUAFQ,10:53:00,FALSE
1TOUQ5LX1GAG6G8AFV,11:14:00,FALSE
1TOUQ9PX1GAUC7SAFF,12:04:00,0:34:00
1TOUQ9PX1GAUC7SAFF,12:38:00,FALSE
1TOUQRFX1G9V4QEASZ,10:46:00,0:11:00
1TOUQRFX1G9V4QEASZ,10:57:00,FALSE
1TOURJNX1FUUVGEAF0,11:09:00,0:26:00
1TOURJNX1FUUVGEAF0,11:35:00,FALSE
1TOUSMDX1G8PM1IASU,10:52:00,0:35:57
1TOUSMDX1G8PM1IASU,11:27:57,FALSE
1TOUV6KX1FQ6B2BAFT,11:47:42,0:28:27
1TOUV6KX1FQ6B2BAFT,12:16:09,FALSE
1TOUVEDX16BJMN8AFC,10:55:00,0:02:02
1TOUVEDX16BJMN8AFC,10:57:02,FALSE
1TOV1NOX16236MHAAX,11:30:00,0:58:48
1TOV1NOX16236MHAAX,12:28:48,FALSE
1TOV3RFX1GA3Q2QAA5,11:49:00,0:06:00
1TOV3RFX1GA3Q2QAA5,11:55:00,FALSE
1TOV4CLX1G5708CAAC,12:24:01,FALSE
1TOV5PQX1GCER40AF4,10:43:00,0:42:00
1TOV5PQX1GCER40AF4,11:25:00,FALSE
1TOV5SCX1GAJQC3ASD,11:13:24,0:06:36
1TOV5SCX1GAJQC3ASD,11:20:00,FALSE
1TOV8T7X1G5AUETNF7,10:44:31,0:47:45
1TOV8T7X1G5AUETNF7,11:32:16,FALSE
1TOVBJ3X1GB5GI7AF4,10:38:00,0:06:00
1TOVBJ3X1GB5GI7AF4,10:44:00,FALSE
1TOVDN2X1G8F1ORAFL,11:16:00,0:54:00
1TOVDN2X1G8F1ORAFL,12:10:00,FALSE
1TOVFBKX1G85OC9AF9,10:40:00,0:27:00
1TOVFBKX1G85OC9AF9,11:07:00,FALSE
1TOVG89X1GAV2C2AFJ,10:42:00,1:01:00
1TOVG89X1GAV2C2AFJ,11:43:00,FALSE
1TOVI8LX1FIOKOSAMX,12:48:00,0:01:00
1TOVI8LX1FIOKOSAMX,12:49:00,FALSE
1TOVJCMX1G7KQIKAMX,11:04:00,0:24:00
1TOVJCMX1G7KQIKAMX,11:28:00,FALSE
1TOVMAUX1G2QLI7NFF,11:38:00,0:17:00
1TOVMAUX1G2QLI7NFF,11:55:00,FALSE
1TOVMBLX1FBEISVAFF,10:38:00,0:28:00
1TOVMBLX1FBEISVAFF,11:06:00,FALSE
1TOVMQGX153J16VAA0,11:04:00,1:27:08
1TOVMQGX153J16VAA0,12:31:08,0:00:24
1TOVMQGX153J16VAA0,12:31:32,0:00:31
1TOVMQGX153J16VAA0,12:32:03,FALSE
1TOVN03X1GD53ROAF8,10:41:00,0:59:00
1TOVN03X1GD53ROAF8,11:40:00,FALSE
1TOVNJLX1G4UUHQAFF,12:45:25,23:19:57
1TOVNJLX1G4UUHQAFF,12:05:22,FALSE
1TOVQCBX1GCTJ4JAST,10:36:43,0:27:17
1TOVQCBX1GCTJ4JAST,11:04:00,FALSE
1TOVSIHX16CU9H4AFA,10:36:00,0:13:00
1TOVSIHX16CU9H4AFA,10:49:00,FALSE
1TOVTI8X1GAIRLTAA3,11:27:00,0:04:00
1TOVTI8X1GAIRLTAA3,11:31:00,FALSE
1TOVUOKX1FU17IPAAC,12:17:00,0:06:00
1TOVUOKX1FU17IPAAC,12:23:00,FALSE
1TOVVJRX15VFIPENFE,10:42:00,0:14:00
1TOVVJRX15VFIPENFE,10:56:00,FALSE
1TP02KSX14VKF13AFC,10:39:00,0:52:00
1TP02KSX14VKF13AFC,11:31:00,FALSE
1TP04M8X1G9RB2OAFL,11:13:30,0:06:30
1TP04M8X1G9RB2OAFL,11:20:00,FALSE
1TP04P7X1DHSH8UAAF,11:12:00,0:05:00
1TP04P7X1DHSH8UAAF,11:17:00,FALSE
1TP0591X1G8AOLOAM1,11:57:04,0:36:22
1TP0591X1G8AOLOAM1,12:33:26,FALSE
1TP05NDX1G9UVH2ASB,11:10:00,0:31:03
1TP05NDX1G9UVH2ASB,11:41:03,FALSE
1TP068CX1FQ9R0KAAT,11:10:00,0:28:00
1TP068CX1FQ9R0KAAT,11:38:00,FALSE
1TP07M0X1GA0CLHAF1,10:39:00,0:51:00
1TP07M0X1GA0CLHAF1,11:30:00,FALSE
1TP0970X1G4OC68AFS,11:13:00,0:45:04
1TP0970X1G4OC68AFS,11:58:04,FALSE
1TP0ATPX14RQG6EAFI,11:12:05,0:33:55
1TP0ATPX14RQG6EAFI,11:46:00,FALSE
1TP0CR2X15OT3MQAF2,12:34:09,23:32:51
1TP0CR2X15OT3MQAF2,12:07:00,FALSE
1TP0E3PX1GBP0DJAAJ,11:34:00,0:10:00
1TP0E3PX1GBP0DJAAJ,11:44:00,0:04:00
1TP0E3PX1GBP0DJAAJ,11:48:00,0:06:00
1TP0E3PX1GBP0DJAAJ,11:54:00,FALSE
1TP0EPFX1FVKJ55AFD,12:01:46,23:30:14
1TP0EPFX1FVKJ55AFD,11:32:00,FALSE
1TP0EPIX19SBMR1AFC,12:01:00,0:39:00
1TP0EPIX19SBMR1AFC,12:40:00,FALSE
1TP0F1QX1G3MV4TNF9,10:53:12,0:38:48
1TP0F1QX1G3MV4TNF9,11:32:00,FALSE
1TP0H1LX1G15890AFI,11:26:00,0:40:00
1TP0H1LX1G15890AFI,12:06:00,FALSE
1TP0HVAX1G5LVT9AF7,10:40:00,0:51:00
1TP0HVAX1G5LVT9AF7,11:31:00,FALSE
1TP0HVGX1650LF6AMW,12:37:14,23:35:43
1TP0HVGX1650LF6AMW,12:12:57,FALSE
1TP0IMHX15LFG8NAFU,10:40:00,1:03:00
1TP0IMHX15LFG8NAFU,11:43:00,FALSE
1TP0IN8X1FUIKF8AFC,12:00:00,0:41:00
1TP0IN8X1FUIKF8AFC,12:41:00,FALSE
1TP0L2SX1FSNSVSAFY,11:47:00,0:39:11
1TP0L2SX1FSNSVSAFY,12:26:11,FALSE
1TP0L32X1GC4NFPAFT,11:09:00,0:32:00
1TP0L32X1GC4NFPAFT,11:41:00,FALSE
1TP0L6EX15HKMJ7AAI,11:11:30,0:05:30
1TP0L6EX15HKMJ7AAI,11:17:00,FALSE
1TP0MKLX1G353S8AMM,11:55:17,0:30:24
1TP0MKLX1G353S8AMM,12:25:41,FALSE
1TP0O9RX15KJKODAFV,10:50:00,1:01:55
1TP0O9RX15KJKODAFV,11:51:55,FALSE
1TP0P3MX1G4TVFLAFB,10:46:04,0:18:56
1TP0P3MX1G4TVFLAFB,11:05:00,FALSE
1TP0QIUX1G04M8DAAQ,11:35:00,0:09:00
1TP0QIUX1G04M8DAAQ,11:44:00,FALSE
1TP0R7OX1GB7DKUAFS,12:09:50,0:37:10
1TP0R7OX1GB7DKUAFS,12:47:00,FALSE
1TP0SQ4X1FJRK6FAFX,11:40:00,0:40:18
1TP0SQ4X1FJRK6FAFX,12:20:18,FALSE
1TP0T7SX1DAMDMQNFV,11:05:00,0:41:00
1TP0T7SX1DAMDMQNFV,11:46:00,FALSE
1TP0TFRX1G0OAEPAF1,11:33:00,1:06:00
1TP0TFRX1G0OAEPAF1,12:39:00,FALSE
1TP0UD8X152MPMPAAH,11:48:00,0:22:00
1TP0UD8X152MPMPAAH,12:10:00,FALSE
1TP0UE5X1G7QQGRAFN,11:11:00,0:16:00
1TP0UE5X1G7QQGRAFN,11:27:00,FALSE
1TP0UO8X1G406JIAFJ,10:56:00,0:09:40
1TP0UO8X1G406JIAFJ,11:05:40,FALSE
1TP0UTRX1G0FUO5AAP,11:42:39,0:06:21
1TP0UTRX1G0FUO5AAP,11:49:00,FALSE
1TP0VQ3X1G9U1SEAFZ,11:08:00,0:11:00
1TP0VQ3X1G9U1SEAFZ,11:19:00,FALSE
1TP1056X1GB5ROIAFV,10:40:32,0:49:28
1TP1056X1GB5ROIAFV,11:30:00,FALSE
1TP12C8X1DVCK6KAND,12:15:23,FALSE
1TP151IX1FP9S8FAFH,11:33:00,0:54:08
1TP151IX1FP9S8FAFH,12:27:08,FALSE
1TP15TQX14VKEG4AM6,12:18:06,0:09:46
1TP15TQX14VKEG4AM6,12:27:52,FALSE
1TP16MPX1GCLBBSAFN,11:09:00,0:31:00
1TP16MPX1GCLBBSAFN,11:40:00,FALSE
1TP1778X1FKCJL2AFR,11:41:36,0:36:24
1TP1778X1FKCJL2AFR,12:18:00,FALSE
1TP17EIX1FPBDSEAFQ,10:41:25,1:35:35
1TP17EIX1FPBDSEAFQ,12:17:00,FALSE
1TP1AAIX1FN74BJAAV,11:42:38,0:07:13
1TP1AAIX1FN74BJAAV,11:49:51,FALSE
1TP1AG5X1DI9V4GAAU,12:17:06,0:05:54
1TP1AG5X1DI9V4GAAU,12:23:00,FALSE
1TP1AVAX1ESND0AAFK,11:34:00,1:07:00
1TP1AVAX1ESND0AAFK,12:41:00,FALSE
1TP1E1JX1G1TVTGAFC,12:01:42,23:21:18
1TP1E1JX1G1TVTGAFC,11:23:00,FALSE
1TP1G4SX1G2GGCGAF9,10:43:00,0:46:00
1TP1G4SX1G2GGCGAF9,11:29:00,FALSE
1TP1GDEX18LLRHDAAE,11:35:00,0:08:00
1TP1GDEX18LLRHDAAE,11:43:00,FALSE
1TP1HHMX1G96CL5AF2,11:40:00,1:03:00
1TP1HHMX1G96CL5AF2,12:43:00,FALSE
1TP1LHBX1G5CJKDAF4,10:31:00,0:05:00
1TP1LHBX1G5CJKDAF4,10:36:00,FALSE
1TP1M16X1G447IPAA1,12:45:30,23:28:56
1TP1M16X1G447IPAA1,12:14:26,FALSE
1TP1N6IX1G733GOAFF,12:06:42,23:07:18
1TP1N6IX1G733GOAFF,11:14:00,FALSE
1TP1NQAX14QJAAHAFP,10:50:00,1:01:00
1TP1NQAX14QJAAHAFP,11:51:00,FALSE
1TP1PLNX1GC9OM9AFI,12:01:00,FALSE
1TP1QR2X1G6SMGEAA0,11:42:45,0:08:46
1TP1QR2X1G6SMGEAA0,11:51:31,FALSE
1TP1QVVX15KA0UHAFS,10:40:00,0:22:00
1TP1QVVX15KA0UHAFS,11:02:00,FALSE
1TP1RBEX1G83L59AAV,11:34:00,0:07:00
1TP1RBEX1G83L59AAV,11:41:00,FALSE
1TP1RGUX1G867KAAFP,12:02:42,0:37:18
1TP1RGUX1G867KAAFP,12:40:00,FALSE
1TP1SDIX1GDKAL8AAO,12:14:58,0:26:58
1TP1SDIX1GDKAL8AAO,12:41:56,FALSE
1TP1SN7X1GC6TU1AAI,11:50:34,0:04:26
1TP1SN7X1GC6TU1AAI,11:55:00,FALSE
1TP1TN0X1G3QIE7AMK,11:30:00,0:01:00
1TP1TN0X1G3QIE7AMK,11:31:00,FALSE
1TP1TV4X1FM98NMAFL,11:42:32,0:35:28
1TP1TV4X1FM98NMAFL,12:18:00,FALSE
1TP1UJTX1G4BH2LAMU,11:13:00,0:50:00
1TP1UJTX1G4BH2LAMU,12:03:00,0:04:00
1TP1UJTX1G4BH2LAMU,12:07:00,0:00:00
1TP1UJTX1G4BH2LAMU,12:07:00,FALSE
1TP1VADX1G978MDAFX,11:15:00,0:36:00
1TP1VADX1G978MDAFX,11:51:00,FALSE
1TP1VETX1GBHL49AF7,11:22:00,0:08:21
1TP1VETX1GBHL49AF7,11:30:21,FALSE
1TP1VI8X0VVN5VQAFH,12:15:17,0:23:43
1TP1VI8X0VVN5VQAFH,12:39:00,FALSE
1TP21V9X15JN8FPAAF,11:47:10,0:59:50
1TP21V9X15JN8FPAAF,12:47:00,FALSE
1TP222GX15OKRQ0AAB,11:35:00,0:06:00
1TP222GX15OKRQ0AAB,11:41:00,FALSE
1TP23ELX198LDACNAA,11:25:42,0:05:18
1TP23ELX198LDACNAA,11:31:00,FALSE
1TP245AX1G2U8T7AMP,11:07:00,0:26:00
1TP245AX1G2U8T7AMP,11:33:00,FALSE
1TP24GEX1G8R6LHAM0,11:55:00,0:35:00
1TP24GEX1G8R6LHAM0,12:30:00,FALSE
1TP25ABX1G2D3AOAAH,11:24:00,0:05:00
1TP25ABX1G2D3AOAAH,11:29:00,FALSE
1TP26NVX1GAE7C0AFU,12:07:00,0:33:00
1TP26NVX1GAE7C0AFU,12:40:00,FALSE
1TP298JX1GDOJS9AAD,12:44:23,23:29:43
1TP298JX1GDOJS9AAD,12:14:06,FALSE
1TP29FKX168PK28AFA,11:04:00,0:07:33
1TP29FKX168PK28AFA,11:11:33,FALSE
1TP2AJGX1GAIJCQAFW,12:01:00,0:42:00
1TP2AJGX1GAIJCQAFW,12:43:00,FALSE
1TP2AMMX1G97KQCAFR,11:41:00,0:34:00
1TP2AMMX1G97KQCAFR,12:15:00,FALSE
1TP2CFAX1G2DUTKAA8,11:32:00,0:12:00
1TP2CFAX1G2DUTKAA8,11:44:00,FALSE
1TP2D64X15U0GR4AFE,11:02:00,FALSE
1TP2DI1X1GAST9KAFO,11:14:00,FALSE
1TP2E9TX15CJSTHAFJ,11:07:00,FALSE
1TP2EA4X1G88NHQAM4,11:43:00,0:10:00
1TP2EA4X1G88NHQAM4,11:53:00,FALSE
1TP2F11X1G7QEG5AFV,11:15:00,0:37:00
1TP2F11X1G7QEG5AFV,11:52:00,FALSE
1TP2H1UX1FKTM42AFX,11:23:16,0:09:44
1TP2H1UX1FKTM42AFX,11:33:00,FALSE
1TP2ISOX1G9V29GVA8,12:03:21,23:53:39
1TP2ISOX1G9V29GVA8,11:57:00,FALSE
1TP2J9NX1GBNCGLAFE,12:08:00,0:15:13
1TP2J9NX1GBNCGLAFE,12:23:13,FALSE
1TP2KDTX1GAHP04AAV,12:14:42,23:17:15
1TP2KDTX1GAHP04AAV,11:31:57,0:04:13
1TP2KDTX1GAHP04AAV,11:36:10,0:35:51
1TP2KDTX1GAHP04AAV,12:12:01,FALSE
1TP2KP2X1G7HCC4AAC,11:35:00,0:05:17
1TP2KP2X1G7HCC4AAC,11:40:17,FALSE
1TP2L67X1G9JBRQAMX,11:57:08,0:41:57
1TP2L67X1G9JBRQAMX,12:39:05,FALSE
1TP2M9IX0TUT6S5EFE,11:59:00,0:43:00
1TP2M9IX0TUT6S5EFE,12:42:00,FALSE
1TP2NSHX1G8RTPCAFW,11:06:00,0:27:00
1TP2NSHX1G8RTPCAFW,11:33:00,FALSE
1TP2P19X1G788I6AF3,10:38:00,0:55:00
1TP2P19X1G788I6AF3,11:33:00,FALSE
1TP2Q6EX18V3JP8AMU,12:38:37,23:29:23
1TP2Q6EX18V3JP8AMU,12:08:00,FALSE
1TP2RU4X1G95NMMAM5,12:44:42,FALSE
1TP30KQX160MLP9AMS,11:13:00,0:50:00
1TP30KQX160MLP9AMS,12:03:00,FALSE
1TP30UFX1FSHMR7ASC,10:40:00,0:25:00
1TP30UFX1FSHMR7ASC,11:05:00,FALSE
1TP31BRX1G9KF5GAFR,10:35:19,0:45:06
1TP31BRX1G9KF5GAFR,11:20:25,FALSE
1TP3880X1FKUVPTAF9,12:00:00,0:41:00
1TP3880X1FKUVPTAF9,12:41:00,FALSE
1TP38S5X15PJV4BNFU,11:13:00,0:37:26
1TP38S5X15PJV4BNFU,11:50:26,FALSE
1TP3A1EX1G9DSR3AMJ,12:36:58,0:03:48
1TP3A1EX1G9DSR3AMJ,12:40:46,FALSE
1TP3ANBX1G4JPHQAF5,12:02:32,0:40:28
1TP3ANBX1G4JPHQAF5,12:43:00,FALSE
1TP3BK4X1G5R21PNF2,10:39:00,0:47:02
1TP3BK4X1G5R21PNF2,11:26:02,FALSE
1TP3ENIX1G97K23AAE,12:03:24,0:07:57
1TP3ENIX1G97K23AAE,12:11:21,FALSE
1TP3FVBX1G5IURKASS,10:52:00,1:22:00
1TP3FVBX1G5IURKASS,12:14:00,FALSE
1TP3G0MX1GC27DJNF3,10:49:00,0:59:00
1TP3G0MX1GC27DJNF3,11:48:00,FALSE
1TP3HDFX1FUG77GAAF,11:37:00,0:09:00
1TP3HDFX1FUG77GAAF,11:46:00,FALSE
1TP3HRRX1G3TOIQVAR,11:32:00,FALSE
1TP3IFSX1G6L82FNFX,10:52:00,0:40:00
1TP3IFSX1G6L82FNFX,11:32:00,FALSE
1TP3L86X1GCCTEGAAW,12:12:30,23:37:52
1TP3L86X1GCCTEGAAW,11:50:22,FALSE
1TP3LD0X1G5C8PINF5,10:47:00,0:13:00
1TP3LD0X1G5C8PINF5,11:00:00,FALSE
1TP3N5PX1513R4IAFN,10:38:00,0:53:00
1TP3N5PX1513R4IAFN,11:31:00,FALSE
1TP3N96X18PIBQINF0,11:11:00,0:16:00
1TP3N96X18PIBQINF0,11:27:00,FALSE
1TP3NEOX1GB5I1FAA8,11:24:52,0:03:08
1TP3NEOX1GB5I1FAA8,11:28:00,FALSE
1TP3PGVX1G2FNT5AS2,12:58:00,FALSE
1TP3QMRX1GB952MAM2,12:23:57,0:35:03
1TP3QMRX1GB952MAM2,12:59:00,FALSE
1TP3RPSX1FQQ19TAMG,12:08:00,0:34:00
1TP3RPSX1FQQ19TAMG,12:42:00,FALSE
1TP3SBBX1G95EERAFI,10:41:55,1:03:05
1TP3SBBX1G95EERAFI,11:45:00,FALSE
1TP3SEOX1BTJEKUAM8,12:37:34,23:38:07
1TP3SEOX1BTJEKUAM8,12:15:41,FALSE
1TP3SHNX16I94VHAFJ,12:08:00,0:14:39
1TP3SHNX16I94VHAFJ,12:22:39,FALSE
1TP3UKCX1G6PFJRAAS,12:23:11,0:05:25
1TP3UKCX1G6PFJRAAS,12:28:36,FALSE
1TP3URMX1G4ND7JASI,12:08:00,0:30:33
1TP3URMX1G4ND7JASI,12:38:33,FALSE
1TP3UTEX1G5TOITAAR,11:35:00,0:08:00
1TP3UTEX1G5TOITAAR,11:43:00,FALSE
1TP3V6BX1GA0HHBASI,10:42:00,0:58:00
1TP3V6BX1GA0HHBASI,11:40:00,FALSE
1TP3VVKX1GA1UR2AMU,11:57:11,0:34:04
1TP3VVKX1GA1UR2AMU,12:31:15,FALSE
1TP41OCX1G62585AMK,11:54:00,0:41:06
1TP41OCX1G62585AMK,12:35:06,FALSE
1TP43JPX1G2EB8CAAZ,12:17:05,0:07:55
1TP43JPX1G2EB8CAAZ,12:25:00,FALSE
1TP43RBX1688TVAAFW,10:42:00,1:18:00
1TP43RBX1688TVAAFW,12:00:00,FALSE
1TP43TRX1GAE9OGAAF,11:41:00,0:58:38
1TP43TRX1GAE9OGAAF,12:39:38,FALSE
1TP44HMX1GALS8QAMO,11:24:00,0:13:00
1TP44HMX1GALS8QAMO,11:37:00,FALSE
1TP4681X1GC0U43AFQ,11:07:49,0:06:11
1TP4681X1GC0U43AFQ,11:14:00,FALSE
1TP48M0X1G0EMBOAFN,11:36:14,23:32:46
1TP48M0X1G0EMBOAFN,11:09:00,FALSE
1TP496GX1GBHI5VASQ,10:43:00,0:43:51
1TP496GX1GBHI5VASQ,11:26:51,FALSE
1TP497AX1G81KFMAA3,11:41:00,0:48:43
1TP497AX1G81KFMAA3,12:29:43,FALSE
1TP4A02X1642QFLAFY,10:47:00,0:45:00
1TP4A02X1642QFLAFY,11:32:00,FALSE
1TP4BC4X1G8U2M4AME,12:07:00,0:33:00
1TP4BC4X1G8U2M4AME,12:40:00,FALSE
1TP4D4JX1DID8VNAFV,11:04:00,0:41:00
1TP4D4JX1DID8VNAFV,11:45:00,FALSE
1TP4FCEX1GAPOS1AA1,11:35:00,0:07:00
1TP4FCEX1GAPOS1AA1,11:42:00,FALSE
1TP4FKVX1GA2F1QNFV,12:08:27,23:13:33
1TP4FKVX1GA2F1QNFV,11:22:00,FALSE
1TP4HT2X1G61NKNNF4,10:43:00,0:46:00
1TP4HT2X1G61NKNNF4,11:29:00,FALSE
1TP4I84X1GAQ8O6AF2,10:44:28,0:20:32
1TP4I84X1GAQ8O6AF2,11:05:00,FALSE
1TP4IRSX1CT7NT6VAG,11:31:00,0:05:13
1TP4IRSX1CT7NT6VAG,11:36:13,FALSE
1TP4JERX1G60ESMNA5,12:05:33,23:53:33
1TP4JERX1G60ESMNA5,11:59:06,FALSE
1TP4JQAX1G3OUOQNAE,11:32:46,0:04:14
1TP4JQAX1G3OUOQNAE,11:37:00,FALSE
1TP4KIIX1FPKSUPAF4,11:33:00,1:06:00
1TP4KIIX1FPKSUPAF4,12:39:00,FALSE
1TP4NM6X1G9AOECAMR,12:43:51,0:01:07
1TP4NM6X1G9AOECAMR,12:44:58,FALSE
1TP4NN7X1G64IKEASP,10:52:00,0:30:21
1TP4NN7X1G64IKEASP,11:22:21,FALSE
1TP4Q6GX1G8KSEDAM5,11:08:26,0:16:34
1TP4Q6GX1G8KSEDAM5,11:25:00,FALSE
1TP4QD3X1G7K4B1AA5,11:31:00,0:13:00
1TP4QD3X1G7K4B1AA5,11:44:00,FALSE
1TP4QG7X1G210EAAFN,11:39:00,0:34:03
1TP4QG7X1G210EAAFN,12:13:03,FALSE
1TP4RKRX1G9ANN5AFE,11:07:00,FALSE
1TP4T5BX10IH4UJAAH,11:34:00,0:31:00
1TP4T5BX10IH4UJAAH,12:05:00,FALSE
1TP4TNIX1G2JVUQAAJ,11:35:00,0:07:00
1TP4TNIX1G2JVUQAAJ,11:42:00,FALSE
1TP4VQTX1G91NBJVMO,12:45:13,23:18:47
1TP4VQTX1G91NBJVMO,12:04:00,FALSE
1TP514PX1983ABBAMP,11:04:00,0:24:00
1TP514PX1983ABBAMP,11:28:00,FALSE
1TP52RCX1FK27POAND,11:40:00,1:04:00
1TP52RCX1FK27POAND,12:44:00,FALSE
1TP547RX1GB44I0AS5,10:52:00,0:35:00
1TP547RX1GB44I0AS5,11:27:00,FALSE
1TP5562X1G1LNEPAMY,12:07:00,0:35:00
1TP5562X1G1LNEPAMY,12:42:00,FALSE
1TP557UX1G5A36AAA7,12:13:52,0:18:33
1TP557UX1G5A36AAA7,12:32:25,FALSE
1TP5761X1GBOR6TAF8,10:38:00,0:07:00
1TP5761X1GBOR6TAF8,10:45:00,FALSE
1TP591VX1FU2NT2ANP,11:40:00,0:46:00
1TP591VX1FU2NT2ANP,12:26:00,FALSE
1TP5A1BX1FQMB3GAFT,10:27:00,0:34:00
1TP5A1BX1FQMB3GAFT,11:01:00,FALSE
1TP5AOCX1DM9KTEAAC,11:21:00,0:04:39
1TP5AOCX1DM9KTEAAC,11:25:39,FALSE
1TP5ATJX1EC3AMRANT,11:11:47,0:36:55
1TP5ATJX1EC3AMRANT,11:48:42,FALSE
1TP5E75X1FTN00PAS0,11:10:00,0:31:34
1TP5E75X1FTN00PAS0,11:41:34,FALSE
1TP5F1IX15CRSSFAA6,12:17:13,0:07:47
1TP5F1IX15CRSSFAA6,12:25:00,FALSE
1TP5F8GX1G7TK1CASK,10:37:00,0:06:00
1TP5F8GX1G7TK1CASK,10:43:00,FALSE
1TP5F91X16LCUFUAFX,10:35:00,0:41:43
1TP5F91X16LCUFUAFX,11:16:43,FALSE
1TP5FUQX1FSK5Q1NF4,10:42:00,1:35:00
1TP5FUQX1FSK5Q1NF4,12:17:00,FALSE
1TP5G55X1G3QT3GAAA,12:12:35,23:36:25
1TP5G55X1G3QT3GAAA,11:49:00,FALSE
1TP5GT0X16H7IHJAFR,10:42:00,0:58:00
1TP5GT0X16H7IHJAFR,11:40:00,FALSE
1TP5GURX1G9GCIJAF8,10:41:36,0:08:24
1TP5GURX1G9GCIJAF8,10:50:00,FALSE
1TP5L2OX1FT0FMANFR,10:42:09,0:59:51
1TP5L2OX1FT0FMANFR,11:42:00,FALSE
1TP5LQ5X1BEJLQBAFS,12:01:00,FALSE
1TP5MDPX1G7EDLQAFP,10:51:00,1:00:00
1TP5MDPX1G7EDLQAFP,11:51:00,FALSE
1TP5N2PX1G2P591AAN,12:23:08,0:03:11
1TP5N2PX1G2P591AAN,12:26:19,FALSE
1TP5O53X1G9QELJAAX,11:27:00,0:06:00
1TP5O53X1G9QELJAAX,11:33:00,FALSE
1TP5OR1X11HTBLPAF8,11:53:00,0:48:00
1TP5OR1X11HTBLPAF8,12:41:00,FALSE
1TP5P13X1G7F7JHAMP,11:59:00,0:03:00
1TP5P13X1G7F7JHAMP,12:02:00,FALSE
1TP5QNUX1GANDHOAFG,11:49:00,0:23:00
1TP5QNUX1GANDHOAFG,12:12:00,FALSE
1TP5QRTX1FH727VAF5,10:38:00,0:50:09
1TP5QRTX1FH727VAF5,11:28:09,FALSE
1TP5QSDX1FPHMJ7AAG,12:29:00,0:16:00
1TP5QSDX1FPHMJ7AAG,12:45:00,FALSE
1TP5RVTX1GBITJ8AFI,10:41:00,0:49:00
1TP5RVTX1GBITJ8AFI,11:30:00,FALSE
1TP5S1BX1GB6RSMAF3,10:41:28,0:05:32
1TP5S1BX1GB6RSMAF3,10:47:00,FALSE
1TP5UA0X1FSK9S0AFU,11:53:00,0:48:00
1TP5UA0X1FSK9S0AFU,12:41:00,FALSE
1TP5UN5X1G901C1AFY,10:42:00,1:35:00
1TP5UN5X1G901C1AFY,12:17:00,FALSE
1TP5VQ0X160LIB7NF9,11:38:00,0:30:09
1TP5VQ0X160LIB7NF9,12:08:09,FALSE
1TP60R0X1G87B82AFR,11:34:42,23:04:18
1TP60R0X1G87B82AFR,10:39:00,FALSE
1TP61TNX1G6SEA6AFW,10:39:52,0:07:08
1TP61TNX1G6SEA6AFW,10:47:00,FALSE
1TP62A4X1G4C118NF4,10:37:00,0:40:00
1TP62A4X1G4C118NF4,11:17:00,FALSE
1TP63TUX1FSJ87NASP,10:46:00,0:10:57
1TP63TUX1FSJ87NASP,10:56:57,FALSE
1TP688KX1GA324IAF9,12:02:30,0:37:30
1TP688KX1GA324IAF9,12:40:00,FALSE
1TP68SNX1G9BH6MAMG,12:34:44,23:20:37
1TP68SNX1G9BH6MAMG,11:55:21,FALSE
1TP6AC5X1FRKBQ1AF2,11:46:16,0:05:44
1TP6AC5X1FRKBQ1AF2,11:52:00,FALSE
1TP6AN7X1GA0409AAP,11:50:33,0:07:27
1TP6AN7X1GA0409AAP,11:58:00,FALSE
1TP6D2DX1G3UOC0AAI,11:14:00,1:16:23
1TP6D2DX1G3UOC0AAI,12:30:23,FALSE
1TP6D4VX1FI8DHOAF2,11:35:00,1:04:00
1TP6D4VX1FI8DHOAF2,12:39:00,FALSE
1TP6D7VX1FSC7QOAFD,11:10:00,0:27:00
1TP6D7VX1FSC7QOAFD,11:37:00,FALSE
1TP6EHSX1G1TT53NFI,11:23:11,0:08:49
1TP6EHSX1G1TT53NFI,11:32:00,FALSE
1TP6EPHX1G8B8DAVFV,10:41:00,0:48:00
1TP6EPHX1G8B8DAVFV,11:29:00,FALSE
